brand,name,model_number,category,sub_category,price_inr,price_usd,warranty,description,full_specifications,unit_of_measure,min_order_quantity,lead_time_days,gst_rate,image_url,needs_review,source_file,data_quality_score
Extron,Extron 70-1224-13 - PowerCage Fiber Optic Transmitter for HDMI,70-1224-13,Signal Management,Extender (TX/RX),428760.0,5134.85,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-12 - PowerCage Fiber Optic Transmitter for HDMI,70-1224-12,Signal Management,Extender (TX/RX),305520.0,3658.92,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-14 - PowerCage Fiber Optic Transmitter for HDMI,70-1224-14,Signal Management,Extender (TX/RX),496800.0,5949.7,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-12 - Lossless 4K/60 Transmitter - Singlemode,60-1600-12,Signal Management,Extender (TX/RX),365160.0,4373.17,Not Specified,Lossless 4K/60 Transmitter - Singlemode,Lossless 4K/60 Transmitter - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-14 - Uncompressed 4K/60 Transmitter - Singlemode,60-1600-14,Signal Management,Extender (TX/RX),556440.0,6663.95,Not Specified,Uncompressed 4K/60 Transmitter - Singlemode,Uncompressed 4K/60 Transmitter - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1522-11 - Lossless 4K/60 Transmitter - Multimode,60-1522-11,Signal Management,Extender (TX/RX),401520.0,4808.62,Not Specified,Lossless 4K/60 Transmitter - Multimode,Lossless 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1522-13 - Uncompressed 4K/60 Transmitter - Multimode,60-1522-13,Signal Management,Extender (TX/RX),558720.0,6691.26,Not Specified,Uncompressed 4K/60 Transmitter - Multimode,Uncompressed 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-11 - PowerCage Fiber Optic Transmitter for HDMI,70-1190-11,Signal Management,Extender (TX/RX),341040.0,4084.31,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-13 - PowerCage Fiber Optic Transmitter for HDMI,70-1190-13,Signal Management,Extender (TX/RX),498240.0,5966.95,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-12 - PowerCage Fiber Optic Transmitter for HDMI,70-1190-12,Signal Management,Extender (TX/RX),375840.0,4501.08,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-14 - PowerCage Fiber Optic Transmitter for HDMI,70-1190-14,Signal Management,Extender (TX/RX),567000.0,6790.42,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1522-12 - Lossless 4K/60 Transmitter - Singlemode,60-1522-12,Signal Management,Extender (TX/RX),435480.0,5215.33,Not Specified,Lossless 4K/60 Transmitter - Singlemode,Lossless 4K/60 Transmitter - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1522-14 - Uncompressed 4K/60 Transmitter - Singlemode,60-1522-14,Signal Management,Extender (TX/RX),626760.0,7506.11,Not Specified,Uncompressed 4K/60 Transmitter - Singlemode,Uncompressed 4K/60 Transmitter - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-11 - Lossless 4K/60 Transmitter - Multimode,60-1523-11,Signal Management,Extender (TX/RX),366000.0,4383.23,Not Specified,Lossless 4K/60 Transmitter - Multimode,Lossless 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-13 - Fiber Optic Transmitter for HDMI,60-1523-13,Signal Management,Extender (TX/RX),523200.0,6265.87,Not Specified,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-11 - PowerCage Fiber Optic Transmitter for HDMI,70-1223-11,Signal Management,Extender (TX/RX),306240.0,3667.54,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-13 - PowerCage Fiber Optic Transmitter for HDMI,70-1223-13,Signal Management,Extender (TX/RX),463440.0,5550.18,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-12 - PowerCage Fiber Optic Transmitter for HDMI,70-1223-12,Signal Management,Extender (TX/RX),340200.0,4074.25,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-14 - PowerCage Fiber Optic Transmitter for HDMI,70-1223-14,Signal Management,Extender (TX/RX),531480.0,6365.03,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-12 - Fiber Optic Transmitter for HDMI,60-1523-12,Signal Management,Extender (TX/RX),400680.0,4798.56,Not Specified,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-14 - Fiber Optic Transmitter for HDMI,60-1523-14,Signal Management,Extender (TX/RX),591960.0,7089.34,Not Specified,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1777-11 - Fiber Optic Transmitter for DisplayPort,60-1777-11,Displays,Professional Display,401520.0,4808.62,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-13 - Fiber Optic Transmitter for DisplayPort,60-1777-13,Displays,Professional Display,558720.0,6691.26,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-12 - Fiber Optic Transmitter for DisplayPort,60-1777-12,Displays,Professional Display,435480.0,5215.33,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-14 - Fiber Optic Transmitter for DisplayPort,60-1777-14,Displays,Professional Display,626760.0,7506.11,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-11 - Fiber Optic Transmitter for DisplayPort,60-1778-11,Displays,Professional Display,366000.0,4383.23,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-13 - Fiber Optic Transmitter for DisplayPort,60-1778-13,Displays,Professional Display,523200.0,6265.87,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-12 - Fiber Optic Transmitter for DisplayPort,60-1778-12,Displays,Professional Display,400680.0,4798.56,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-14 - Fiber Optic Transmitter for DisplayPort,60-1778-14,Displays,Professional Display,591960.0,7089.34,Not Specified,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1174-21 - Fiber Optic Receiver for HDMI,60-1174-21,Signal Management,Extender (TX/RX),173880.0,2082.4,Not Specified,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - 850 nm Multimode","Fiber Optic Receiver for HDMI, Audio, and RS-232 - 850 nm Multimode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1174-22 - Fiber Optic Receiver for HDMI,60-1174-22,Signal Management,Extender (TX/RX),217800.0,2608.38,Not Specified,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - 1310 nm Singlemode","Fiber Optic Receiver for HDMI, Audio, and RS-232 - 1310 nm Singlemode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1187-21 - Fiber Optic Scaling Receiver for HDMI,60-1187-21,Signal Management,Extender (TX/RX),244200.0,2924.55,Not Specified,"Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Multimode","Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Multimode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1187-22 - Fiber Optic Scaling Receiver for HDMI,60-1187-22,Signal Management,Extender (TX/RX),305520.0,3658.92,Not Specified,"Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Singlemode","Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Singlemode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1174-11 - Fiber Optic Transmitter for HDMI,60-1174-11,Signal Management,Extender (TX/RX),173880.0,2082.4,Not Specified,"Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 850 nm Multimode","Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 850 nm Multimode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1174-12 - Fiber Optic Transmitter for HDMI,60-1174-12,Signal Management,Extender (TX/RX),217800.0,2608.38,Not Specified,"Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 1310 nm Singlemode","Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 1310 nm Singlemode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1706-01 - Front Panel Controller for FOX and FOX3 Matrix Switchers,60-1706-01,Signal Management,Matrix Switcher,734040.0,8790.9,Not Specified,Front Panel Controller for FOX and FOX3 Matrix Switchers,Front Panel Controller for FOX and FOX3 Matrix Switchers,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1681-01 - 4K/60 HDMI Audio De-Embedder,60-1681-01,Signal Management,Scaler / Converter / Processor,58560.0,701.32,Not Specified,4K/60 HDMI Audio De-Embedder,4K/60 HDMI Audio De-Embedder,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1682-01 - 4K/60 HDMI Audio Embedder,60-1682-01,Signal Management,Scaler / Converter / Processor,58560.0,701.32,Not Specified,4K/60 HDMI Audio Embedder,4K/60 HDMI Audio Embedder,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 42-285-01 - Meeting Collaboration System,42-285-01,General AV,Needs Classification,113400.0,1358.08,Not Specified,"Meeting Collaboration System, Decorator Tx, White","Meeting Collaboration System, Decorator Tx, White",set,1,14,18,,True,Extron.csv,70
Extron,Extron 42-285-02 - Meeting Collaboration System,42-285-02,General AV,Needs Classification,113400.0,1358.08,Not Specified,"Meeting Collaboration System, Decorator Tx, Black","Meeting Collaboration System, Decorator Tx, Black",set,1,14,18,,True,Extron.csv,70
Extron,Extron 42-271-01 - Meeting Space Collaboration System,42-271-01,General AV,Needs Classification,153480.0,1838.08,Not Specified,"Meeting Space Collaboration System, Decorator Tx, White","Meeting Space Collaboration System, Decorator Tx, White",set,1,14,18,,True,Extron.csv,70
Extron,Extron 42-271-02 - Meeting Space Collaboration System,42-271-02,General AV,Needs Classification,153480.0,1838.08,Not Specified,"Meeting Space Collaboration System, Decorator Tx, Black","Meeting Space Collaboration System, Decorator Tx, Black",set,1,14,18,,True,Extron.csv,70
Extron,Extron 42-268-01 - Meeting Space Collaboration System,42-268-01,General AV,Needs Classification,139200.0,1667.07,Not Specified,Meeting Space Collaboration System,Meeting Space Collaboration System,set,1,14,18,,True,Extron.csv,70
Extron,Extron 42-268-01Z - Meeting Collaboration System â Zoom Room,42-268-01Z,Video Conferencing,Room Kit / Codec,139200.0,1667.07,Not Specified,Meeting Collaboration System â Zoom Room,Meeting Collaboration System â Zoom Room,set,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1621-01 - 4K/60 HDMI Cable Equalizer,60-1621-01,Cables & Connectivity,AV Cable,30000.0,359.28,Not Specified,4K/60 HDMI Cable Equalizer,4K/60 HDMI Cable Equalizer,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1633-01 - Automation Controller,60-1633-01,General AV,Needs Classification,44640.0,534.61,Not Specified,Automation Controller,Automation Controller,piece,1,14,18,,True,Extron.csv,70
Extron,Extron 26-726-100 - HDMI Premium High Speed Optical Cable 100' (30.4 m) - Plenum,26-726-100,Cables & Connectivity,Fiber Optic,50880.0,609.34,Not Specified,HDMI Premium High Speed Optical Cable 100' (30.4 m) - Plenum,HDMI Premium High Speed Optical Cable 100' (30.4 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-125 - HDMI Premium High Speed Optical Cable 125' (38 m) - Plenum,26-726-125,Cables & Connectivity,Fiber Optic,55440.0,663.95,Not Specified,HDMI Premium High Speed Optical Cable 125' (38 m) - Plenum,HDMI Premium High Speed Optical Cable 125' (38 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-150 - HDMI Premium High Speed Optical Cable 150' (45.7 m) - Plenum,26-726-150,Cables & Connectivity,Fiber Optic,61800.0,740.12,Not Specified,HDMI Premium High Speed Optical Cable 150' (45.7 m) - Plenum,HDMI Premium High Speed Optical Cable 150' (45.7 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-25 - HDMI Premium High Speed Optical Cable 25' (7.6 m) - Plenum,26-726-25,Cables & Connectivity,Fiber Optic,27360.0,327.66,Not Specified,HDMI Premium High Speed Optical Cable 25' (7.6 m) - Plenum,HDMI Premium High Speed Optical Cable 25' (7.6 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-250 - HDMI Premium High Speed Optical Cable 250' (76.2 m) - Plenum,26-726-250,Cables & Connectivity,Fiber Optic,81480.0,975.81,Not Specified,HDMI Premium High Speed Optical Cable 250' (76.2 m) - Plenum,HDMI Premium High Speed Optical Cable 250' (76.2 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-300 - HDMI Premium High Speed Optical Cable 300' (91.4 m) - Plenum,26-726-300,Cables & Connectivity,Fiber Optic,92880.0,1112.34,Not Specified,HDMI Premium High Speed Optical Cable 300' (91.4 m) - Plenum,HDMI Premium High Speed Optical Cable 300' (91.4 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-35 - HDMI Premium High Speed Optical Cable 35' (10.6 m) - Plenum,26-726-35,Cables & Connectivity,Fiber Optic,31200.0,373.65,Not Specified,HDMI Premium High Speed Optical Cable 35' (10.6 m) - Plenum,HDMI Premium High Speed Optical Cable 35' (10.6 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-50 - HDMI Premium High Speed Optical Cable 50' (15.2 m) - Plenum,26-726-50,Cables & Connectivity,Fiber Optic,35040.0,419.64,Not Specified,HDMI Premium High Speed Optical Cable 50' (15.2 m) - Plenum,HDMI Premium High Speed Optical Cable 50' (15.2 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-726-75 - HDMI Premium High Speed Optical Cable 75' (22.8 m) - Plenum,26-726-75,Cables & Connectivity,Fiber Optic,46440.0,556.17,Not Specified,HDMI Premium High Speed Optical Cable 75' (22.8 m) - Plenum,HDMI Premium High Speed Optical Cable 75' (22.8 m) - Plenum,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-03 - HDMI to DVI Standard Speed Cable - 12' (3.6 m),26-614-03,Cables & Connectivity,AV Cable,6000.0,71.86,Not Specified,HDMI to DVI Standard Speed Cable - 12' (3.6 m),HDMI to DVI Standard Speed Cable - 12' (3.6 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-04 - HDMI to DVI Standard Speed Cable - 25' (7.6 m),26-614-04,Cables & Connectivity,AV Cable,9600.0,114.97,Not Specified,HDMI to DVI Standard Speed Cable - 25' (7.6 m),HDMI to DVI Standard Speed Cable - 25' (7.6 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-01 - HDMI to DVI Standard Speed Cable - 3' (90 cm),26-614-01,Cables & Connectivity,AV Cable,3720.0,44.55,Not Specified,HDMI to DVI Standard Speed Cable - 3' (90 cm),HDMI to DVI Standard Speed Cable - 3' (90 cm),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-05 - HDMI to DVI Standard Speed Cable - 35' (10.6 m),26-614-05,Cables & Connectivity,AV Cable,20400.0,244.31,Not Specified,HDMI to DVI Standard Speed Cable - 35' (10.6 m),HDMI to DVI Standard Speed Cable - 35' (10.6 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-06 - HDMI to DVI Standard Speed Cable - 50' (15.2 m),26-614-06,Cables & Connectivity,AV Cable,25440.0,304.67,Not Specified,HDMI to DVI Standard Speed Cable - 50' (15.2 m),HDMI to DVI Standard Speed Cable - 50' (15.2 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-614-02 - HDMI to DVI Standard Speed Cable - 6' (1.8 m),26-614-02,Cables & Connectivity,AV Cable,4680.0,56.05,Not Specified,HDMI to DVI Standard Speed Cable - 6' (1.8 m),HDMI to DVI Standard Speed Cable - 6' (1.8 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-650-175 - Standard HDMI Pro Cable - 175' (53.2 m),26-650-175,Cables & Connectivity,AV Cable,73200.0,876.65,Not Specified,Standard HDMI Pro Cable - 175' (53.2 m),Standard HDMI Pro Cable - 175' (53.2 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-650-200 - HDMI Pro Cable - 200' (60.9 m),26-650-200,Cables & Connectivity,AV Cable,87840.0,1051.98,Not Specified,HDMI Pro Cable - 200' (60.9 m),HDMI Pro Cable - 200' (60.9 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-650-25 - 4K Premium High Speed HDMI Pro Cable - 25' (7.6 m),26-650-25,Cables & Connectivity,AV Cable,15360.0,183.95,Not Specified,4K Premium High Speed HDMI Pro Cable - 25' (7.6 m),4K Premium High Speed HDMI Pro Cable - 25' (7.6 m),piece,1,7,18,,False,Extron.csv,100
